step,portfolio_value,prev_prices,curr_prices,returns,action,expert_action,sub_expert_action,real_action,reward
13,1.0380293495714905,"[101.75656435738291, 107.220179703859, 102.71799396221365, 102.17513769997034, 97.9606122030648]","[101.61127908876666, 106.94197820289273, 102.40811590575751, 101.6010704425213, 98.55183249939986]","[-0.0014277729356701454, -0.0025946748245961283, -0.003016784542834195, -0.005618463261921272, 0.006035285846412561]","[0.0, 0.0, 0.0, 1.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.1924190170290392, 0.18704267366425736, 0.19877158856868543, 0.2023996343539339, 0.21936708638408414]","[0.0, 0.0, 0.0, 1.0, 0.0]",-0.006785064969306747
14,1.048325754792581,"[101.61127908876666, 106.94197820289273, 102.40811590575751, 101.6010704425213, 98.55183249939986]","[102.43888459790412, 108.81837152702784, 102.68044841860758, 101.6114912004229, 100.95737198636436]","[0.008144819320840036, 0.017545900643198994, 0.0026592864290237326, 0.00010256543416532662, 0.024408876283240583]","[0.26527872681617737, 0.009076790884137154, 0.0, 0.4160601794719696, 0.30958425998687744]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19531598610328255, 0.21279144054508364, 0.1971200542135542, 0.1937171663521275, 0.20105535278595227]","[0.26527872681617737, 0.009076790884137154, 0.0, 0.4160601794719696, 0.30958425998687744]",0.00934072612101655
15,1.0567549595927324,"[102.43888459790412, 108.81837152702784, 102.68044841860758, 101.6114912004229, 100.95737198636436]","[102.106384771792, 109.69334033841773, 103.18743175070189, 99.65897508667437, 99.78430424719224]","[-0.003245836065252603, 0.008040635042701133, 0.004937486541034942, -0.0192155049658439, -0.011619436164904969]","[0.0, 1.0, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20628718936289006, 0.19881048025370043, 0.20037779493871913, 0.20422154879599208, 0.1903029866486983]","[0.0, 1.0, 0.0, 0.0, 0.0]",0.006935151576618716
16,1.0521659952530789,"[102.106384771792, 109.69334033841773, 103.18743175070189, 99.65897508667437, 99.78430424719224]","[101.66298722317839, 108.50571295359055, 101.85652686433757, 96.96521949446343, 99.07020102743716]","[-0.004342505609268197, -0.01082679569391543, -0.012897935957740995, -0.02702973404922299, -0.007156468395931798]","[1.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19488677033496415, 0.20108187987595358, 0.21135122418592844, 0.19705654486833252, 0.19562358073482142]","[1.0, 0.0, 0.0, 0.0, 0.0]",-0.005079346081209245
17,1.0478926882215365,"[101.66298722317839, 108.50571295359055, 101.85652686433757, 96.96521949446343, 99.07020102743716]","[99.90822311044091, 110.47009508419359, 100.98212136443394, 97.22075273474097, 98.93271341412093]","[-0.017260599562014475, 0.018103951184978033, -0.008584678143092873, 0.00263530822298746, -0.0013877796945033158]","[0.2179795354604721, 0.0, 0.0, 0.19544477760791779, 0.5865756869316101]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.18854211613068086, 0.20229294977407472, 0.2014210278230486, 0.204508276844679, 0.20323562942751688]","[0.2179795354604721, 0.0, 0.0, 0.19544477760791779, 0.5865756869316101]",-0.004934123824135882
18,1.0292482081226428,"[99.90822311044091, 110.47009508419359, 100.98212136443394, 97.22075273474097, 98.93271341412093]","[99.70447053798397, 110.35852464583662, 100.9478411874974, 95.49096645992813, 100.45164032525184]","[-0.0020393974200873955, -0.0010099605533237875, -0.0003394677837358967, -0.017792356324707968, 0.015353131019189436]","[0.0, 0.0, 0.0, 1.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20536133558863975, 0.21091178292155627, 0.19092303708959735, 0.19898998777138716, 0.19381385662881956]","[0.0, 0.0, 0.0, 1.0, 0.0]",-0.019223704150181556
19,1.021162189801246,"[99.70447053798397, 110.35852464583662, 100.9478411874974, 95.49096645992813, 100.45164032525184]","[100.6648662157937, 109.49152187122286, 102.2499266137623, 94.65876360407141, 101.88242570392904]","[0.009632423427230887, -0.007856237453301934, 0.012898596056615436, -0.008714990398656685, 0.014243524287353272]","[0.0, 1.0, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20257020732173353, 0.20368228149559048, 0.20089741865199465, 0.19794895704294374, 0.19490113548773752]","[0.0, 1.0, 0.0, 0.0, 0.0]",-0.008964511880801808
20,1.0153727769132386,"[100.6648662157937, 109.49152187122286, 102.2499266137623, 94.65876360407141, 101.88242570392904]","[100.29966320260324, 110.82113588023078, 101.51589470246725, 92.07687763433206, 101.32215505527209]","[-0.0036279093880438136, 0.012143533912805923, -0.007178801350809492, -0.027275720402799512, -0.005499188351532806]","[0.0, 0.36962834000587463, 0.21936766803264618, 0.2903604805469513, 0.1206434965133667]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19475876520067575, 0.20929330497434862, 0.19675848015558817, 0.19798541071485404, 0.2012040389545334]","[0.0, 0.36962834000587463, 0.21936766803264618, 0.2903604805469513, 0.1206434965133667]",-0.0064059589929128654
21,1.0321024317159324,"[100.29966320260324, 110.82113588023078, 101.51589470246725, 92.07687763433206, 101.32215505527209]","[100.13429808808965, 110.17586992950663, 103.66128760508555, 90.27213288260636, 102.99157609597876]","[-0.0016487105662514234, -0.0058225892163884605, 0.021133566412493587, -0.019600412156599717, 0.016476367284094805]","[0.0, 0.0, 0.0, 0.0, 1.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19292679765241447, 0.19423835240196272, 0.20294349105485027, 0.20136482398488476, 0.20852653490588768]","[0.0, 0.0, 0.0, 0.0, 1.0]",0.015014371210648733
22,1.0267728425829423,"[100.13429808808965, 110.17586992950663, 103.66128760508555, 90.27213288260636, 102.99157609597876]","[99.92933771937481, 110.34336635692664, 101.49154408358453, 90.03505512232852, 104.24580394327289]","[-0.0020468548002856076, 0.0015202641697058855, -0.0209310878885376, -0.002626256328585341, 0.012177965371899017]","[0.20878110826015472, 0.022249611094594002, 0.3458193838596344, 0.1813690960407257, 0.2417808324098587]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.18814816100913148, 0.21562969227423207, 0.18497756586265096, 0.21568197429676234, 0.19556260655722316]","[0.20878107845783234, 0.022249609231948853, 0.345819354057312, 0.18136908113956451, 0.24178080260753632]",-0.005818956742680714
23,1.047873618959606,"[99.92933771937481, 110.34336635692664, 101.49154408358453, 90.03505512232852, 104.24580394327289]","[101.10448665932486, 112.9535473956475, 102.64079438335138, 89.52960361822544, 105.67748674409307]","[0.011759799141771003, 0.023655078913196643, 0.011323606416120438, -0.0056139411856452265, 0.013733721134706374]","[0.0, 0.687089204788208, 0.0, 0.0, 0.312910795211792]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.18188151897458738, 0.1822526888094245, 0.21072150803252457, 0.20465543744966214, 0.22048884673380142]","[0.0, 0.687089204788208, 0.0, 0.0, 0.312910795211792]",0.019548464515095974
24,1.0418080601595403,"[101.10448665932486, 112.9535473956475, 102.64079438335138, 89.52960361822544, 105.67748674409307]","[99.12014148521901, 112.24313850991288, 101.17090258109113, 90.01261380063787, 106.30094190167748]","[-0.019626677704147548, -0.006289389772294989, -0.014320736809288281, 0.0053949773358999056, 0.005899602429930525]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19444633424873464, 0.20010970393455482, 0.2037198529506562, 0.19065441205690264, 0.2110696968091517]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]",-0.006370541452683292
25,1.0527203528368256,"[99.12014148521901, 112.24313850991288, 101.17090258109113, 90.01261380063787, 106.30094190167748]","[98.07820538761993, 115.68760701927464, 101.81345397847218, 90.7107149335538, 108.22386651866795]","[-0.010511850386679004, 0.030687564113841603, 0.006351148215427193, 0.007755592282456198, 0.018089441002028663]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19369021807463863, 0.20970751412935895, 0.20676419326841422, 0.18974806713904496, 0.20009000738854324]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]",0.009850269862658993
26,1.057169758358889,"[98.07820538761993, 115.68760701927464, 101.81345397847218, 90.7107149335538, 108.22386651866795]","[96.94566359157727, 114.0966095058874, 103.18829488995402, 88.5260400426837, 111.77565590415229]","[-0.011547334003173104, -0.013752531964138228, 0.013503528833945086, -0.02408397830918197, 0.032818910465296294]","[0.0, 0.3403628170490265, 0.6596371531486511, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19713931597263515, 0.20224693693091053, 0.20564124370891762, 0.19881560266321346, 0.19615690072432335]","[0.0, 0.3403628170490265, 0.6596371531486511, 0.0, 0.0]",0.003313018569868334
27,1.068607398954276,"[96.94566359157727, 114.0966095058874, 103.18829488995402, 88.5260400426837, 111.77565590415229]","[97.6732157562021, 114.23403738090305, 102.85489141496603, 87.79246092247547, 112.98496951668879]","[0.007504741704486465, 0.0012044869309508716, -0.0032310202949234683, -0.0082865913787009, 0.010819114437346646]","[0.0, 0.0, 0.0, 0.0, 1.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20175371670992245, 0.19675804886854117, 0.21531027700510025, 0.18696203763103067, 0.19921591978540543]","[0.0, 0.0, 0.0, 0.0, 1.0]",0.009366493114233196
28,1.0619396501164984,"[97.6732157562021, 114.23403738090305, 102.85489141496603, 87.79246092247547, 112.98496951668879]","[97.06376791644567, 116.51530233198112, 103.07237286676725, 88.82453032883974, 114.24469060167932]","[-0.006239661866745985, 0.019970098259517875, 0.0021144492868481594, 0.011755786265925883, 0.0111494572276223]","[1.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20269962252263934, 0.19594268200637138, 0.21888478330515887, 0.19061025369380563, 0.1918626584720248]","[1.0, 0.0, 0.0, 0.0, 0.0]",-0.007135316624948404
29,1.0640791255904372,"[97.06376791644567, 116.51530233198112, 103.07237286676725, 88.82453032883974, 114.24469060167932]","[96.52806779985602, 117.28851352309952, 102.9630987647765, 87.32951389317604, 113.59558546478912]","[-0.005519053382007515, 0.006636134272864306, -0.0010601686848909402, -0.016831121201867985, -0.005681709438501099]","[0.3802037537097931, 0.6197962760925293, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.2042720236517634, 0.2132864640433578, 0.1786175378803278, 0.2026735899126539, 0.20115038451189704]","[0.3802037537097931, 0.6197962760925293, 0.0, 0.0, 0.0]",0.001178850682221417
30,1.0558323796995484,"[96.52806779985602, 117.28851352309952, 102.9630987647765, 87.32951389317604, 113.59558546478912]","[99.6134223156036, 117.18133872798522, 103.90954179210884, 85.9631289782271, 116.38921806197932]","[0.03196328887619342, -0.0009137705977763643, 0.009192060443854011, -0.015646313073726017, 0.024592791927254342]","[0.1658528596162796, 0.0, 0.0, 0.8341471552848816, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20917582335364904, 0.1897558859882025, 0.197241550500777, 0.20804179317861957, 0.19578494697875187]","[0.1658528596162796, 0.0, 0.0, 0.8341471552848816, 0.0]",-0.008855054406877394
31,1.0715593669355579,"[99.6134223156036, 117.18133872798522, 103.90954179210884, 85.9631289782271, 116.38921806197932]","[98.47745707937243, 114.08708870853836, 106.15526343294219, 87.24357941543829, 114.11813327596569]","[-0.01140373666343991, -0.026405655141298473, 0.0216122754667358, 0.014895344695229757, -0.019512845122855265]","[0.0, 0.0, 0.0, 1.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19832391487018708, 0.21121437471319787, 0.2005219113604433, 0.19823646586451144, 0.1917033331916603]","[0.0, 0.0, 0.0, 1.0, 0.0]",0.01348795410643307
32,1.0747815140024546,"[98.47745707937243, 114.08708870853836, 106.15526343294219, 87.24357941543829, 114.11813327596569]","[98.5198552974964, 116.58734444830716, 107.16327513015179, 85.38079570762588, 117.21942515847711]","[0.0004305372963662652, 0.021915325985364397, 0.009495635587079042, -0.02135152776048045, 0.027176153285050086]","[0.7157854437828064, 0.0, 0.2842145562171936, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20239510576972808, 0.20081955207534966, 0.20475499762421498, 0.199225060567707, 0.1928052839630002]","[0.7157854437828064, 0.0, 0.2842145562171936, 0.0, 0.0]",0.0021295407839066836
33,1.0775203795522736,"[98.5198552974964, 116.58734444830716, 107.16327513015179, 85.38079570762588, 117.21942515847711]","[97.9647462899909, 117.52765627420956, 107.02566898209746, 87.59192719507692, 119.3974480032202]","[-0.005634488660476277, 0.008065299285715496, -0.0012840793442268925, 0.02589729305197318, 0.018580733029516877]","[0.0, 0.40990734100341797, 0.5900925993919373, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20586775460241719, 0.18965793925241406, 0.20498291759521836, 0.2087258086860595, 0.19076557986389098]","[0.0, 0.40990737080574036, 0.590092658996582, 0.0, 0.0]",0.001733809232644806
34,1.082268544093518,"[97.9647462899909, 117.52765627420956, 107.02566898209746, 87.59192719507692, 119.3974480032202]","[98.57920641925584, 118.2515260287817, 106.51113640564067, 87.78913125937169, 117.52604275622788]","[0.006272257649155172, 0.006159143962534562, -0.004807562347896697, 0.0022513954266078747, -0.015673745781751146]","[0.0, 0.5515120625495911, 0.0, 0.44848793745040894, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.18840318395501138, 0.20266128266828587, 0.20739677761325329, 0.205346205433293, 0.19619255033015653]","[0.0, 0.5515120625495911, 0.0, 0.44848793745040894, 0.0]",0.0033728135191163837
35,1.0803266636664344,"[98.57920641925584, 118.2515260287817, 106.51113640564067, 87.78913125937169, 117.52604275622788]","[100.84257745562482, 117.91397719003608, 108.46208285538854, 85.33345829088094, 118.43716929521523]","[0.022959923482675424, -0.0028544987966029407, 0.018316830667525912, -0.027972403112584584, 0.007752550137991136]","[0.0, 0.3618535101413727, 0.3691816031932831, 0.2689649164676666, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20373292478545227, 0.21683960427376073, 0.20052366011228073, 0.18603975375045725, 0.192864057078049]","[0.0, 0.3618535101413727, 0.3691816031932831, 0.2689649164676666, 0.0]",-0.00254201347861839
36,1.081513618779455,"[100.84257745562482, 117.91397719003608, 108.46208285538854, 85.33345829088094, 118.43716929521523]","[101.66769103357407, 117.08640556929845, 109.36837703695558, 85.03904843758232, 118.2175448693901]","[0.008182194453650683, -0.007018435307324705, 0.008355861861655262, -0.0034501104161868855, -0.0018543538918740763]","[0.26630058884620667, 0.4690239727497101, 0.26467543840408325, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19246032178825115, 0.19481077938473731, 0.20882926444926644, 0.20356390010909242, 0.20033573426865287]","[0.26630058884620667, 0.4690239727497101, 0.26467543840408325, 0.0, 0.0]",0.00038195525894505855
37,1.0753386897906503,"[101.66769103357407, 117.08640556929845, 109.36837703695558, 85.03904843758232, 118.2175448693901]","[102.75845375708471, 117.06620364394536, 107.0921444492593, 84.91456311712486, 118.91766003100149]","[0.010728705574226425, -0.00017253860732051774, -0.020812529630270967, -0.0014638606939356516, 0.005922261051732202]","[0.14023882150650024, 0.32981231808662415, 0.32981231808662415, 0.20013651251792908, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.2053998960001832, 0.19251379226848395, 0.20243757606330515, 0.20484208310882873, 0.1948066525591989]","[0.14023882150650024, 0.32981231808662415, 0.32981231808662415, 0.20013651251792908, 0.0]",-0.0063667159106742454
38,1.0723778868385327,"[102.75845375708471, 117.06620364394536, 107.0921444492593, 84.91456311712486, 118.91766003100149]","[102.50006001388243, 116.92774767105436, 109.11260742599039, 83.94302891098327, 119.39274015389772]","[-0.0025145740691379513, -0.0011827151524628414, 0.018866584352397575, -0.011441314310261734, 0.0039950342343801435]","[0.0, 0.1892216056585312, 0.0, 0.37370625138282776, 0.43707212805747986]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.18639409768595633, 0.21495593462219864, 0.20345586632921284, 0.2038320748933075, 0.19136202646932465]","[0.0, 0.1892216056585312, 0.0, 0.37370625138282776, 0.43707212805747986]",-0.003601135435410362
39,1.067288038170514,"[102.50006001388243, 116.92774767105436, 109.11260742599039, 83.94302891098327, 119.39274015389772]","[102.73953367406087, 118.23548623088449, 107.68668778610606, 82.73348063286576, 120.64870019375773]","[0.002336327024062222, 0.011184159328110108, -0.013068330722932354, -0.01440915694619699, 0.010519567925495943]","[0.540226936340332, 0.0, 0.45977309346199036, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.21449023309016185, 0.20656316845116246, 0.19282313686159264, 0.1973914002987238, 0.1887320612983594]","[0.540226936340332, 0.0, 0.45977309346199036, 0.0, 0.0]",-0.005617805104378049
40,1.0631153780166382,"[102.73953367406087, 118.23548623088449, 107.68668778610606, 82.73348063286576, 120.64870019375773]","[103.12402290584924, 118.41713522817477, 111.17182415253266, 82.05028197352077, 120.17701307096533]","[0.0037423688626830203, 0.0015363323066610154, 0.032363669438408155, -0.008257825660408584, -0.0039095914173537675]","[0.0, 0.0, 0.0, 0.0, 1.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19642812047677957, 0.20564095431540258, 0.1852326520609446, 0.19657780196496, 0.2161204711819133]","[0.0, 0.0, 0.0, 0.0, 1.0]",-0.005295649701858262
41,1.0829305402312037,"[103.12402290584924, 118.41713522817477, 111.17182415253266, 82.05028197352077, 120.17701307096533]","[106.09843484729278, 120.61880091377847, 113.04822656182077, 83.5704119734126, 121.00161984692114]","[0.028843055746177883, 0.018592458611343454, 0.016878399033136284, 0.01852681018673905, 0.00686160152332026]","[0.21232666075229645, 0.0, 0.0, 0.6094977855682373, 0.17817556858062744]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.220958881958828, 0.1935879574930278, 0.20102498525219226, 0.20429507575992015, 0.1801330995360317]","[0.21232666075229645, 0.0, 0.0, 0.6094977855682373, 0.17817556858062744]",0.01767086464042786
42,1.0848299955268936,"[106.09843484729278, 120.61880091377847, 113.04822656182077, 83.5704119734126, 121.00161984692114]","[104.97705720705795, 119.48115589609844, 113.69129764929264, 83.2569035407186, 123.20003476784]","[-0.010569219440878859, -0.009431738742729236, 0.005688466834286884, -0.0037514285892685096, 0.01816847513033346]","[0.0, 0.26021280884742737, 0.7397871613502502, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20304348030798325, 0.2038821142005577, 0.1900125729984336, 0.2008310552379549, 0.20223077725507055]","[0.0, 0.26021280884742737, 0.7397871613502502, 0.0, 0.0]",0.000787174708770733
43,1.1084983471836634,"[104.97705720705795, 119.48115589609844, 113.69129764929264, 83.2569035407186, 123.20003476784]","[104.0349500607758, 119.18680072948843, 113.25093468958211, 85.07336665381531, 121.0455555207579]","[-0.008974409945822081, -0.0024636116415377735, -0.003873321606979357, 0.021817567503076018, -0.017487651291186946]","[0.0, 0.0, 0.0, 1.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.1918084599081843, 0.20735597069273456, 0.19996921958483377, 0.2071430201332745, 0.19372332968097292]","[0.0, 0.0, 0.0, 1.0, 0.0]",0.020208099362008805
44,1.1002808269900712,"[104.0349500607758, 119.18680072948843, 113.25093468958211, 85.07336665381531, 121.0455555207579]","[104.9915546084275, 118.39886994220983, 112.84448829642967, 86.08285774537462, 119.0897081761988]","[0.009195030584364891, -0.0066108896493238326, -0.0035889010034795285, 0.011866123691415459, -0.01615794430571801]","[0.0985095277428627, 0.0, 0.49703341722488403, 0.0, 0.40445712208747864]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20135149890153564, 0.1926187468142016, 0.19815894276267676, 0.21060227777864235, 0.19726853374294348]","[0.09850951284170151, 0.0, 0.49703335762023926, 0.0, 0.40445706248283386]",-0.00831006120701222
