step,portfolio_value,prev_prices,curr_prices,returns,action,expert_action,sub_expert_action,real_action,reward
11,0.9554313311754961,"[97.84117500664573, 94.87742926375158, 102.43636370975798, 103.79139051651401, 96.57732404055463]","[97.01647065031564, 95.68250019603029, 102.99482055247027, 104.71441379431452, 99.70464659211837]","[-0.00842901116297991, 0.008485378856974275, 0.005451744112028558, 0.00889306206619951, 0.03238154072534164]","[0.10709424316883087, 0.0, 0.6857540607452393, 0.20715171098709106, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20126824636868315, 0.1864054658543155, 0.21932473145506248, 0.1928017260579872, 0.20019983026395177]","[0.10709424316883087, 0.0, 0.6857540607452393, 0.20715171098709106, 0.0]",0.00368374684017092
12,0.9556144199855516,"[97.01647065031564, 95.68250019603029, 102.99482055247027, 104.71441379431452, 99.70464659211837]","[97.45313927402931, 96.0494647886872, 104.13638694021789, 103.2120811989642, 99.29437855625775]","[0.004500974121060249, 0.003835232063387678, 0.011083726168211053, -0.014346951302246547, -0.004114833660049725]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19867388507089198, 0.2034633533693828, 0.1986506886922699, 0.20150163199669557, 0.19771044087075978]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]",-0.000377868803892881
13,0.9728563303949814,"[97.45313927402931, 96.0494647886872, 104.13638694021789, 103.2120811989642, 99.29437855625775]","[98.0076484424038, 97.78246110197564, 103.47439014745217, 103.20541468167214, 99.09265137703119]","[0.005690008269669643, 0.018042748255819044, -0.006357017102444277, -6.459047443496087e-05, -0.002031607248664861]","[0.0, 1.0, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.2036265683884972, 0.20775762275838158, 0.18803030651298527, 0.20613237047686214, 0.19445313186327376]","[0.0, 1.0, 0.0, 0.0, 0.0]",0.016877237380874814
14,0.9827639195753193,"[98.0076484424038, 97.78246110197564, 103.47439014745217, 103.20541468167214, 99.09265137703119]","[99.50410540805663, 96.64753446934957, 104.3329924978175, 105.0745434244687, 98.52625471364668]","[0.015268777380494432, -0.011606648266323351, 0.0082977280575591, 0.018110762391311756, -0.005715829130754241]","[0.0, 0.0, 0.8077767491340637, 0.1922232210636139, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.1965472905927271, 0.20771493031227578, 0.20234696492540186, 0.2017454332688556, 0.1916453809007396]","[0.0, 0.0, 0.8077767491340637, 0.1922232210636139, 0.0]",0.009140180645509085
15,0.9901326067792936,"[99.50410540805663, 96.64753446934957, 104.3329924978175, 105.0745434244687, 98.52625471364668]","[101.22931545755714, 94.78692500824728, 104.76232741534942, 105.86238415424428, 101.58656868214145]","[0.017338079091566982, -0.01925149432231354, 0.004115044601456236, 0.0074979219904192035, 0.03106089820818988]","[0.0, 0.0, 0.0, 1.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.1902833488180398, 0.17741204988430181, 0.21381099545822663, 0.21330238049212172, 0.20519122534731002]","[0.0, 0.0, 0.0, 1.0, 0.0]",0.006043600019249443
16,0.9948605561421204,"[101.22931545755714, 94.78692500824728, 104.76232741534942, 105.86238415424428, 101.58656868214145]","[101.506998911236, 94.81983078239321, 105.18826960825423, 107.05174082259805, 101.46106073208344]","[0.002743113024361869, 0.00034715520250359205, 0.0040657954382407645, 0.011234931820738545, -0.0012354777967815338]","[0.3333333432674408, 0.3333333432674408, 0.0, 0.3333333432674408, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.209925166726806, 0.20056348430968918, 0.19356616208386515, 0.20640151889423888, 0.18954366798540082]","[0.3333333432674408, 0.3333333432674408, 0.0, 0.3333333432674408, 0.0]",0.004183152699571971
17,0.9906933274844075,"[101.506998911236, 94.81983078239321, 105.18826960825423, 107.05174082259805, 101.46106073208344]","[100.04107116454823, 95.28153091441769, 106.90967317372888, 107.6246078551758, 101.03606505071451]","[-0.014441642077997658, 0.004869235983810751, 0.016364976550004632, 0.005351309826218333, -0.004188756536767971]","[0.0, 0.0, 0.0, 0.0, 1.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.2024343853633768, 0.18736770504890524, 0.19661699953741765, 0.2107451956153736, 0.20283571443492668]","[0.0, 0.0, 0.0, 0.0, 1.0]",-0.005640721108129436
18,0.9818748174816114,"[100.04107116454823, 95.28153091441769, 106.90967317372888, 107.6246078551758, 101.03606505071451]","[99.90176331995043, 93.50342112777965, 107.15504391969857, 106.50111493549065, 98.33675773542365]","[-0.001392506527330764, -0.01866164165891863, 0.0022951220285835627, -0.010438996639104763, -0.026716275163091156]","[0.16997139155864716, 0.0, 0.0, 0.8300285935401917, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.18954541223676702, 0.20677785017156428, 0.19483251786399866, 0.19752099943832466, 0.21132322028934536]","[0.16997139155864716, 0.0, 0.0, 0.8300285935401917, 0.0]",-0.010041326222619678
19,0.976095450251398,"[99.90176331995043, 93.50342112777965, 107.15504391969857, 106.50111493549065, 98.33675773542365]","[100.43308668620857, 93.31217078341352, 106.52432365031639, 107.0006224655685, 98.651662875518]","[0.005318458339483882, -0.002045383388750736, -0.005886053015430979, 0.004690162449288994, 0.0032023136347611733]","[0.0, 0.0, 1.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20625972098163922, 0.20780019043666856, 0.2030015577404452, 0.19603659946410298, 0.18690193137714423]","[0.0, 0.0, 1.0, 0.0, 0.0]",-0.006897978155397293
20,0.973211690819118,"[100.43308668620857, 93.31217078341352, 106.52432365031639, 107.0006224655685, 98.651662875518]","[99.8460138119605, 92.64950723626836, 105.17084657830992, 108.51748375186426, 102.05788471906652]","[-0.005845413036864092, -0.0071015767994859254, -0.012705803009362266, 0.014176191234624566, 0.03452776916539773]","[0.0, 0.0, 0.6372508406639099, 0.3627491295337677, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20223896708229538, 0.2005137838318992, 0.18425878531851622, 0.22272422321926733, 0.19026424054802193]","[0.0, 0.0, 0.6372508406639099, 0.3627491295337677, 0.0]",-0.0038310822482329047
21,0.9880173764512169,"[99.8460138119605, 92.64950723626836, 105.17084657830992, 108.51748375186426, 102.05788471906652]","[99.8272031481662, 94.09808181172106, 104.26478114656612, 107.28646523171207, 103.97630139747551]","[-0.00018839674290577083, 0.01563499492510674, -0.008615176745479026, -0.011343964839500273, 0.018797339212837796]","[0.02665501832962036, 0.9733449816703796, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.22284441828133789, 0.1801382376992829, 0.20025905001176098, 0.20514104905668348, 0.19161724495093468]","[0.02665501832962036, 0.9733449816703796, 0.0, 0.0, 0.0]",0.014051860698979826
22,0.9949815664875739,"[99.8272031481662, 94.09808181172106, 104.26478114656612, 107.28646523171207, 103.97630139747551]","[98.84400854052959, 93.839169814872, 102.59254503529647, 108.41043971417587, 100.74582441493237]","[-0.00984896477743983, -0.002751511952890992, -0.016038360152686403, 0.010476386560376359, -0.03106935848962187]","[0.0, 0.25912922620773315, 0.0, 0.7408707141876221, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19653528564730527, 0.20925677595949613, 0.2055240283059493, 0.18807342284365577, 0.20061048724359368]","[0.0, 0.25912925601005554, 0.0, 0.7408707737922668, 0.0]",0.006102148250057335
23,0.9754342601604683,"[98.84400854052959, 93.839169814872, 102.59254503529647, 108.41043971417587, 100.74582441493237]","[99.52147696746881, 93.5472564403612, 102.09691550483478, 109.48432119114476, 98.7665822285998]","[0.00685391494074668, -0.003110783855896122, -0.004831048204244914, 0.009905701699948654, -0.019645897959808745]","[0.0, 0.0, 0.0, 0.0, 1.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20253265272741855, 0.20070460088065725, 0.19945679800833654, 0.19826002171516255, 0.19904592666842505]","[0.0, 0.0, 0.0, 0.0, 1.0]",-0.021573417599327883
24,0.9673106463313007,"[99.52147696746881, 93.5472564403612, 102.09691550483478, 109.48432119114476, 98.7665822285998]","[98.86379221660934, 93.91700706411807, 102.1945885335556, 108.33132624337908, 95.86179558736816]","[-0.006608470562333548, 0.003952554439611998, 0.0009566697312828668, -0.010531142132695919, -0.029410622253875057]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.2123834989357521, 0.1887010086633839, 0.20098038770437845, 0.1919053333956385, 0.20602977130084701]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]",-0.008923646258633247
25,0.9640407593750719,"[98.86379221660934, 93.91700706411807, 102.1945885335556, 108.33132624337908, 95.86179558736816]","[99.0207343454172, 93.39498108643603, 100.11236551334501, 109.08168875416953, 95.45065903121419]","[0.0015874581106902878, -0.0055583753571452925, -0.02037508101054581, 0.006926551504637494, -0.004288846809459858]","[0.0, 0.4020198583602905, 0.014163892716169357, 0.14682282507419586, 0.43699342012405396]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19174387531084794, 0.19935623528399415, 0.20706613081766675, 0.20557818796671304, 0.19625557062077817]","[0.0, 0.4020198583602905, 0.014163892716169357, 0.14682282507419586, 0.43699342012405396]",-0.004303286900727246
26,0.9748127585393512,"[99.0207343454172, 93.39498108643603, 100.11236551334501, 109.08168875416953, 95.45065903121419]","[100.06794444047188, 95.38912314036011, 101.39743711004894, 109.89931048108014, 94.38607723475465]","[0.01057566480371337, 0.021351704671137766, 0.012836292401188231, 0.007495499347770678, -0.01115321577938395]","[0.0, 0.6868811249732971, 0.0, 0.0, 0.3131188750267029]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.1965433965003232, 0.1992043213492439, 0.2029974466078992, 0.2063530187586237, 0.19490181678391003]","[0.0, 0.6868811249732971, 0.0, 0.0, 0.3131188750267029]",0.010211765269537425
27,0.9635884504897868,"[100.06794444047188, 95.38912314036011, 101.39743711004894, 109.89931048108014, 94.38607723475465]","[99.48666224889138, 94.55864156021266, 99.9520117117875, 108.30807381499082, 94.59083700501273]","[-0.00580887510811507, -0.008706250281024586, -0.014255048642823996, -0.014479041398201102, 0.0021693853188622884]","[0.3333333432674408, 0.0, 0.3333333432674408, 0.3333333432674408, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19574310379455642, 0.1970169925575892, 0.21383376392862125, 0.2143388222706335, 0.17906731744859966]","[0.3333333432674408, 0.0, 0.3333333432674408, 0.3333333432674408, 0.0]",-0.012254636785502421
28,0.9589290606216044,"[99.48666224889138, 94.55864156021266, 99.9520117117875, 108.30807381499082, 94.59083700501273]","[99.72563027966422, 91.58429319704331, 102.20981434643043, 110.15456484830928, 93.7305694599904]","[0.002402010735620003, -0.03145506655016148, 0.022588866356720482, 0.017048507726880897, -0.009094618170856609]","[0.0, 0.31667083501815796, 0.31667083501815796, 0.04998745396733284, 0.31667083501815796]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.190184921504371, 0.17810982523052502, 0.19365194960709486, 0.21006313557985176, 0.22799016807815733]","[0.0, 0.31667086482048035, 0.31667086482048035, 0.04998745769262314, 0.31667086482048035]",-0.005553502298350787
29,0.9694566959477563,"[99.72563027966422, 91.58429319704331, 102.20981434643043, 110.15456484830928, 93.7305694599904]","[98.68086190958797, 92.90409587352302, 102.4850962785329, 111.39973156108522, 94.62685541770426]","[-0.01047642784654616, 0.014410797205588074, 0.0026933023395328453, 0.011303814004354922, 0.009562365436139206]","[0.0, 0.2920878529548645, 0.0, 0.0, 0.7079122066497803]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.18927019087626107, 0.1961860594067399, 0.1905240407427262, 0.20230420370545438, 0.22171550526881853]","[0.0, 0.2920878529548645, 0.0, 0.0, 0.7079122066497803]",0.009677315410703574
30,0.9693070636358095,"[98.68086190958797, 92.90409587352302, 102.4850962785329, 111.39973156108522, 94.62685541770426]","[101.89253462314173, 92.18990533015184, 101.40613650481441, 112.31661900086306, 94.36087619238239]","[0.03254605453787288, -0.007687395659535321, -0.01052796760600288, 0.008230607263852064, -0.002810821770920939]","[0.2201901078224182, 0.0, 0.6645927429199219, 0.0, 0.1152171790599823]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.2027217988818925, 0.1774252742597584, 0.2156161143322757, 0.19927398696173415, 0.2049628255643392]","[0.2201901078224182, 0.0, 0.6645927429199219, 0.0, 0.1152171790599823]",-0.0009818047520945652
31,0.9560137343102889,"[101.89253462314173, 92.18990533015184, 101.40613650481441, 112.31661900086306, 94.36087619238239]","[100.29232288424177, 91.05683347377784, 101.40533851433634, 112.2725958563091, 94.00135722204372]","[-0.01570489677991109, -0.01229062826690437, -7.869252350807594e-06, -0.0003919557492522337, -0.003810042730057787]","[0.5614261031150818, 0.39841794967651367, 0.04015601426362991, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19221175423024803, 0.20566482523848156, 0.20632653376749976, 0.1992020653324948, 0.19659482143127593]","[0.561426043510437, 0.3984178900718689, 0.040156010538339615, 0.0, 0.0]",-0.014523544334265637
32,0.9569901764290242,"[100.29232288424177, 91.05683347377784, 101.40533851433634, 112.2725958563091, 94.00135722204372]","[100.3947582831648, 90.71588981681795, 101.04483292886933, 114.56524793734303, 96.25020040018649]","[0.0010213682959688416, -0.0037442951171597384, -0.003555094739080653, 0.02042040681029734, 0.023923518176771602]","[1.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.1938980460419459, 0.2043074011487256, 0.21000099853043905, 0.19957436195681585, 0.1922191923220736]","[1.0, 0.0, 0.0, 0.0, 0.0]",-2.001413474959652e-05
33,0.9488945647030457,"[100.3947582831648, 90.71588981681795, 101.04483292886933, 114.56524793734303, 96.25020040018649]","[100.9858594737932, 90.91867364089603, 99.98404068906427, 112.5544841730617, 97.41788840390957]","[0.0058877694486915745, 0.0022353727057912625, -0.010498233398552895, -0.017551253983939738, 0.012131798155932188]","[0.05764248967170715, 0.08593419939279556, 0.8564233183860779, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.1928600848465493, 0.1967662641664801, 0.2051875980231988, 0.18731220854166677, 0.21787384442210503]","[0.05764248967170715, 0.08593419939279556, 0.8564233183860779, 0.0, 0.0]",-0.009453892973139484
34,0.9630851183610271,"[100.9858594737932, 90.91867364089603, 99.98404068906427, 112.5544841730617, 97.41788840390957]","[102.82027313309177, 88.46908884689083, 98.80832777996689, 112.34194821948526, 99.98523924085214]","[0.018165054680498356, -0.026942592714016004, -0.011759005747264004, -0.0018882939683650744, 0.026353998008024297]","[0.0, 0.21388180553913116, 0.0, 0.0, 0.7861182689666748]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19883156464066726, 0.20124801580195792, 0.21304701376555563, 0.186598490122946, 0.20027491566887326]","[0.0, 0.21388177573680878, 0.0, 0.0, 0.7861181497573853]",0.013520035310831744
35,0.9618162559603831,"[102.82027313309177, 88.46908884689083, 98.80832777996689, 112.34194821948526, 99.98523924085214]","[102.5260151564589, 88.62861506841978, 97.59109560440916, 112.19393796432382, 97.77190523729621]","[-0.0028618672919880953, 0.0018031859896854344, -0.012319125350125764, -0.0013174976712373426, -0.022136607566885742]","[0.0, 0.0, 0.0, 1.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.21032288971904675, 0.19947892506723217, 0.18630565930575888, 0.19121571169180254, 0.21267681421615967]","[0.0, 0.0, 0.0, 1.0, 0.0]",-0.002547136797992076
36,0.9643847849363865,"[102.5260151564589, 88.62861506841978, 97.59109560440916, 112.19393796432382, 97.77190523729621]","[101.82822981888013, 88.88203912519351, 97.26772937649586, 112.49355171986961, 99.3862500947952]","[-0.006805934440287332, 0.0028593931720370383, -0.0033134808653453368, 0.0026704986114407113, 0.016511336805608054]","[0.0, 0.0, 0.0, 1.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20254596480766932, 0.19279240659348476, 0.2088941668161691, 0.19282471188393951, 0.2029427498987373]","[0.0, 0.0, 0.0, 1.0, 0.0]",0.0014532766760330012
37,0.9693242651697581,"[101.82822981888013, 88.88203912519351, 97.26772937649586, 112.49355171986961, 99.3862500947952]","[100.94530561106366, 89.9525517181487, 98.52967042181898, 112.04608232996186, 98.54612424664153]","[-0.008670721364663929, 0.012044194794488542, 0.01297389230130474, -0.003977733683989606, -0.008453139617928623]","[0.0, 0.5679485201835632, 0.0, 0.432051420211792, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20633132655370956, 0.1898822316016311, 0.20576416830631652, 0.19280504612474994, 0.20521722741359277]","[0.0, 0.567948579788208, 0.0, 0.4320514500141144, 0.0]",0.004328382912774043
38,0.9860844353267745,"[100.94530561106366, 89.9525517181487, 98.52967042181898, 112.04608232996186, 98.54612424664153]","[101.70846387195844, 91.50788271214786, 98.06008034893428, 112.27684743477289, 100.22477858190635]","[0.007560116404374343, 0.01729057113212901, -0.004765976287897038, 0.002059555318779041, 0.017034199448204404]","[0.0, 1.0, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19323475227051534, 0.20273178642661052, 0.19733027340147288, 0.20569943970756238, 0.20100374819383887]","[0.0, 1.0, 0.0, 0.0, 0.0]",0.01592391272860174
39,0.9941749858717708,"[101.70846387195844, 91.50788271214786, 98.06008034893428, 112.27684743477289, 100.22477858190635]","[102.4417373229718, 93.48125972198696, 97.11386968347297, 113.36662426382792, 100.87470603978498]","[0.007209561752269546, 0.021565104025482253, -0.009649295228948805, 0.009706158072243084, 0.00648469836575887]","[0.0, 0.0, 0.0, 0.533927321434021, 0.4660727083683014]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.200626489146521, 0.20026511779561376, 0.2022151503126035, 0.1843287905830619, 0.21256445216219982]","[0.0, 0.0, 0.0, 0.533927321434021, 0.4660727083683014]",0.007100904026313973
40,0.9932215833249148,"[102.4417373229718, 93.48125972198696, 97.11386968347297, 113.36662426382792, 100.87470603978498]","[101.47126526502775, 94.36273351200245, 98.7682320418062, 114.06212584517944, 100.58893020491519]","[-0.009473404915853856, 0.009429417111376032, 0.01703528408172137, 0.0061349765494731825, -0.0028329781179940753]","[0.3333333432674408, 0.3333333432674408, 0.0, 0.0, 0.3333333432674408]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.1957132056844203, 0.2001814963174597, 0.20183893687861157, 0.19777527421951094, 0.20449108689999757]","[0.3333333432674408, 0.3333333432674408, 0.0, 0.0, 0.3333333432674408]",-0.001758972695074224
41,0.9899357771424477,"[101.47126526502775, 94.36273351200245, 98.7682320418062, 114.06212584517944, 100.58893020491519]","[103.52189441265567, 92.49992182579649, 100.3771796021038, 112.59941768483722, 100.73927044358099]","[0.020208964008401588, -0.0197409678257044, 0.016290132232159072, -0.012823784840969934, 0.0014946002344347334]","[0.36436331272125244, 0.36436331272125244, 0.0, 0.2712733745574951, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19378924239952944, 0.19235949249721127, 0.20700414700570618, 0.20525008627505587, 0.20159703182249722]","[0.36436331272125244, 0.36436331272125244, 0.0, 0.2712733745574951, 0.0]",-0.003927095156939261
42,0.9977947584103221,"[103.52189441265567, 92.49992182579649, 100.3771796021038, 112.59941768483722, 100.73927044358099]","[103.13880387896681, 94.46732981402802, 102.07786532843758, 111.54857986847702, 102.20152733844621]","[-0.0037005749929748624, 0.021269293523693066, 0.01694295190475887, -0.009332533311153237, 0.01451526190756123]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19655641010355443, 0.1999351186750939, 0.19018878970236494, 0.2072679235473926, 0.2060517579715942]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]",0.007349647301362292
43,0.9983645688018539,"[103.13880387896681, 94.46732981402802, 102.07786532843758, 111.54857986847702, 102.20152733844621]","[105.57792964317458, 93.40486758690491, 100.49473834369502, 111.27619225992818, 102.6738447439349]","[0.023648963071843287, -0.011246874757810025, -0.015509013434487684, -0.0024418742835632915, 0.004621431966711956]","[0.0, 0.2552485466003418, 0.0, 0.0, 0.7447514533996582]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.18721480991118428, 0.20710524397788269, 0.19487768965609095, 0.20124429646303588, 0.20955795999180626]","[0.0, 0.2552485466003418, 0.0, 0.0, 0.7447514533996582]",-0.0006864130713318112
44,0.9916630359932543,"[105.57792964317458, 93.40486758690491, 100.49473834369502, 111.27619225992818, 102.6738447439349]","[106.1715132404764, 93.66068761777322, 98.85108319723801, 109.85761451100943, 103.5976452215651]","[0.0056222318367860685, 0.0027388297577777645, -0.016355633872448698, -0.012748259264705233, 0.008997427533118453]","[0.0, 0.38972774147987366, 0.0, 0.610272228717804, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.1896909663146366, 0.20118256133419568, 0.20780805847199466, 0.20037472473618487, 0.2009436891429882]","[0.0, 0.38972774147987366, 0.0, 0.610272228717804, 0.0]",-0.007551803420109848
